rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity,album_cover_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,week
138,spotify:track:0rKWJnmo6Q0ovoPOLoLm0t,"The Kid LAROI, Jung Kook, Central Cee",TOO MUCH,Columbia,73,73,2,2425202,australian hip hop,79,https://i.scdn.co/image/ab67616d0000b273389e41e5096b6112ce0e1008,0.758,0.703,10,-5.979,0,0.172,0.252,0,0.146,0.465,94.985,audio_features,0rKWJnmo6Q0ovoPOLoLm0t,https://api.spotify.com/v1/tracks/0rKWJnmo6Q0ovoPOLoLm0t,https://api.spotify.com/v1/audio-analysis/0rKWJnmo6Q0ovoPOLoLm0t,203939,4,Nov2
139,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"Drake, 21 Savage",Rich Flex,OVO / Republic Records,1,110,52,2409629,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86E-06,0.355,0.424,153.15,audio_features,1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,239360,3,Nov2
140,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,13,84,5,2401153,k-pop,88,https://i.scdn.co/image/ab67616d0000b27399583bb32b47e87d55c6064b,0.853,0.824,1,-3.287,1,0.103,0.0322,0,0.0859,0.888,108.044,audio_features,01qFKNWq73UfEslI0GvumE,https://api.spotify.com/v1/tracks/01qFKNWq73UfEslI0GvumE,https://api.spotify.com/v1/audio-analysis/01qFKNWq73UfEslI0GvumE,201812,4,Nov2
141,spotify:track:0f8eRy9A0n6zXpKSHSCAEp,Steve Lacy,Infrunami,L-M Records,109,121,17,2389682,afrofuturism,79,https://i.scdn.co/image/ab67616d0000b273c3545bbe806b845c2b52bc20,0.826,0.299,9,-7.721,1,0.0446,0.31,0.0952,0.0758,0.215,97.012,audio_features,0f8eRy9A0n6zXpKSHSCAEp,https://api.spotify.com/v1/tracks/0f8eRy9A0n6zXpKSHSCAEp,https://api.spotify.com/v1/audio-analysis/0f8eRy9A0n6zXpKSHSCAEp,178328,4,Nov2
142,spotify:track:2sTDlCxmuZCTDKKk9f1qus,Bad Bunny,WHERE SHE GOES,Rimas Entertainment LLC,3,83,24,2381731,"reggaeton,trap latino,urbano latino",96,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,0.651,0.799,9,-4.02,0,0.0611,0.143,0.634,0.112,0.223,143.992,audio_features,2sTDlCxmuZCTDKKk9f1qus,https://api.spotify.com/v1/tracks/2sTDlCxmuZCTDKKk9f1qus,https://api.spotify.com/v1/audio-analysis/2sTDlCxmuZCTDKKk9f1qus,231704,4,Nov2
143,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,1,108,70,2380045,afrofuturism,79,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,0.686,0.494,1,-7.093,1,0.0355,0.613,5.80E-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067,4,Nov2
144,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,82,125,108,2359132,"kentucky hip hop,r&b,rap",77,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,audio_features,3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293,4,Nov2
145,spotify:track:2Gk6fi0dqt91NKvlzGsmm7,"Offset, Travis Scott",SAY MY GRACE (feat. Travis Scott),Motown Records,32,103,3,2347654,"atl hip hop,hip hop,pop rap,rap,trap",79,https://i.scdn.co/image/ab67616d0000b2738473cdc72d9c6f9a2787e070,0.773,0.635,10,-5.06,1,0.0452,0.0585,0,0.132,0.476,121.879,audio_features,2Gk6fi0dqt91NKvlzGsmm7,https://api.spotify.com/v1/tracks/2Gk6fi0dqt91NKvlzGsmm7,https://api.spotify.com/v1/audio-analysis/2Gk6fi0dqt91NKvlzGsmm7,173253,4,Nov2
146,spotify:track:1sUdq3kWa9dJXHu3eYOUll,Andrew Gold,"Spooky, Scary Skeletons - Undead Tombstone Remix",Craft Recordings,77,-1,3,2345739,underground power pop,62,https://i.scdn.co/image/ab67616d0000b273a3cf7d524baed9e303302918,0.772,0.788,9,-5.414,0,0.0619,0.0027,0.000583,0.353,0.574,127.91,audio_features,1sUdq3kWa9dJXHu3eYOUll,https://api.spotify.com/v1/tracks/1sUdq3kWa9dJXHu3eYOUll,https://api.spotify.com/v1/audio-analysis/1sUdq3kWa9dJXHu3eYOUll,125625,4,Nov2
147,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud Records,43,117,232,2343257,contemporary country,85,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84E-06,0.115,0.707,149.959,audio_features,6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347,4,Nov2
148,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,60,136,166,2340834,"alternative rock,dance rock,modern rock,permanent wave,rock",74,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,audio_features,003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973,4,Nov2
149,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,21,133,32,2339309,"corrido,corridos tumbados,musica mexicana,sad sierreno,sierreno",87,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6,0.558,0.648,9,-7.081,0,0.055,0.226,7.76E-06,0.0986,0.844,143.876,audio_features,1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226,3,Nov2
150,spotify:track:0OWhKvvsHptt6vnnNUSM9a,Zach Bryan,Oklahoma Smokeshow,Warner Records,99,111,16,2336567,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b27313c532890739d705e5a55af6,0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,audio_features,0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739,4,Nov2
151,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,Zach Bryan,Tourniquet,Warner Records,10,98,10,2334039,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef,0.593,0.397,6,-8.309,1,0.0329,0.684,7.44E-06,0.0982,0.32,76.703,audio_features,3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/tracks/3EvZ03hGAFwGZ2Ebcu86YH,https://api.spotify.com/v1/audio-analysis/3EvZ03hGAFwGZ2Ebcu86YH,189053,4,Nov2
152,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,141,48,2332344,rap,85,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37E-05,0.122,0.156,88.048,audio_features,2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,199920,4,Nov2
153,spotify:track:2kE2HFBFkJ0VMw3igxYohz,"Jessie Murph, Jelly Roll",Wild Ones (feat. Jelly Roll),Columbia,111,138,4,2324179,"alt z,modern country pop,singer-songwriter pop",70,https://i.scdn.co/image/ab67616d0000b27314408503d0bb34c929cdc2b3,0.65,0.689,0,-3.543,1,0.0449,0.0878,0,0.172,0.294,136.03,audio_features,2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/tracks/2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/audio-analysis/2kE2HFBFkJ0VMw3igxYohz,142520,4,Nov2
154,spotify:track:5FkoSXiJPKTNyYgALRJFhD,Baby Keem,ORANGE SODA,Baby Keem LLC,54,132,68,2323687,"hip hop,rap",75,https://i.scdn.co/image/ab67616d0000b273683757f1fd40a7f7ef64bec1,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/audio-analysis/5FkoSXiJPKTNyYgALRJFhD,129882,4,Nov2
155,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,49,126,65,2317539,"ambient pop,dream pop,el paso indie,shoegaze",79,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,audio_features,0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX,290617,4,Nov2
156,spotify:track:2UW7JaomAMuX9pZrjVpHAU,"Yng Lvcas, Peso Pluma",La Bebe - Remix,WM Mexico,4,122,32,2317401,reggaeton,70,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9,0.812,0.479,2,-5.678,0,0.333,0.213,1.21E-06,0.0756,0.559,169.922,audio_features,2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,234353,4,Nov2
157,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),Republic Records,20,144,41,2305592,rap,85,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,0.571,0.549,1,-7.38,0,0.404,0.18,0,0.168,0.447,119.497,audio_features,5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/audio-analysis/5wG3HvLhF6Y5KTGlK0IW3J,194787,4,Nov2
158,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Sub Pop Records,47,128,111,2298805,"art pop,baltimore indie,dream pop,dreamo,indie pop,indie rock,indietronica,modern dream pop,pov: indie",69,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4,Nov2
159,spotify:track:74X2u8JMVooG2QbjRxXwR8,LE SSERAFIM,Perfect Night,SOURCE MUSIC,159,-1,1,2294485,k-pop girl group,74,https://i.scdn.co/image/ab67616d0000b2735e352f6eccf8cb96d0b247cc,0.697,0.82,5,-4.502,1,0.0308,0.1,0,0.0631,0.502,136.054,audio_features,74X2u8JMVooG2QbjRxXwR8,https://api.spotify.com/v1/tracks/74X2u8JMVooG2QbjRxXwR8,https://api.spotify.com/v1/audio-analysis/74X2u8JMVooG2QbjRxXwR8,159080,4,Nov2
160,spotify:track:7EiZI6JVHllARrX9PUvAdX,"Future, The Weeknd",Low Life (feat. The Weeknd),Epic/Freebandz/A1,59,174,42,2288627,"atl hip hop,hip hop,rap,southern hip hop,trap",87,https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,audio_features,7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547,4,Nov2
161,spotify:track:42TtHTxWk782ZBiqyOi2d1,"Zach Bryan, Maggie Rogers",Dawns (feat. Maggie Rogers),Warner Records,17,119,21,2275711,"classic oklahoma country,modern country pop",86,https://i.scdn.co/image/ab67616d0000b273a0a916db0206cc4d773f9013,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36E-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4,Nov2
162,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,70,-1,16,2269511,k-pop,80,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,audio_features,3Ua0m0YmEjrMi9XErKcNiR,https://api.spotify.com/v1/tracks/3Ua0m0YmEjrMi9XErKcNiR,https://api.spotify.com/v1/audio-analysis/3Ua0m0YmEjrMi9XErKcNiR,212241,4,Nov2
163,spotify:track:6PGoSes0D9eUDeeAafB2As,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,152,158,2264262,"conscious hip hop,hip hop,rap,west coast rap",86,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,audio_features,6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,213400,4,Nov2
164,spotify:track:4dtIxANFBU6CfhI9c2hf2g,Dylan Gossett,Coal,Dylan Gossett,164,-1,1,2247492,,62,https://i.scdn.co/image/ab67616d0000b27361a8fcc1b2d14a93bd8003a9,0.522,0.223,1,-9.561,0,0.0345,0.753,0,0.165,0.439,97.045,audio_features,4dtIxANFBU6CfhI9c2hf2g,https://api.spotify.com/v1/tracks/4dtIxANFBU6CfhI9c2hf2g,https://api.spotify.com/v1/audio-analysis/4dtIxANFBU6CfhI9c2hf2g,194440,4,Nov2
165,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,Search & Rescue,OVO/Republic Records,1,130,30,2242103,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96,0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42E-06,0.33,0.544,142.024,audio_features,7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113,4,Nov2
166,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,134,135,6,2235623,modern folk rock,66,https://i.scdn.co/image/ab67616d0000b2731cc17bae5ee17cce117e198a,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,audio_features,6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD,87000,3,Nov2
167,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,Roc Nation LLC,101,155,64,2232770,"conscious hip hop,hip hop,north carolina hip hop,rap",84,https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,audio_features,2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/tracks/2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/audio-analysis/2wAJTrFhCnQyNSD3oUgTZO,235320,4,Nov2
168,spotify:track:6ZprqcYFC6D9eIZaCoqrSn,"Drake, Bad Bunny",Gently (feat. Bad Bunny),OVO/Republic,9,66,4,2221339,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,0.868,0.407,10,-7.735,1,0.295,0.0479,0.000111,0.139,0.255,107.524,audio_features,6ZprqcYFC6D9eIZaCoqrSn,https://api.spotify.com/v1/tracks/6ZprqcYFC6D9eIZaCoqrSn,https://api.spotify.com/v1/audio-analysis/6ZprqcYFC6D9eIZaCoqrSn,133694,4,Nov2
169,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),Mavin Records / Jonzing World,25,146,59,2215571,"afrobeats,nigerian pop",76,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7,0.799,0.802,11,-5.196,1,0.0371,0.429,0.00128,0.171,0.811,107.008,audio_features,1s7oOCT8vauUh01PbJD6ps,https://api.spotify.com/v1/tracks/1s7oOCT8vauUh01PbJD6ps,https://api.spotify.com/v1/audio-analysis/1s7oOCT8vauUh01PbJD6ps,239318,4,Nov2
170,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,"Peso Pluma, Jasiel Nuñez",LAGUNAS,Double P Records,69,134,19,2208665,"corridos tumbados,sad sierreno",90,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3,Nov2
171,spotify:track:34sOdxWu9FljH84UXdRwu1,Olivia Rodrigo,all-american bitch,Olivia Rodrigo PS,5,113,8,2201340,pop,87,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d,0.43,0.692,6,-4.234,1,0.0429,0.254,4.17E-06,0.148,0.401,156.261,audio_features,34sOdxWu9FljH84UXdRwu1,https://api.spotify.com/v1/tracks/34sOdxWu9FljH84UXdRwu1,https://api.spotify.com/v1/audio-analysis/34sOdxWu9FljH84UXdRwu1,165834,4,Nov2
172,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,Lil Baby,Freestyle,Quality Control Music (Caroline),46,163,71,2192891,"atl hip hop,atl trap,rap,trap",84,https://i.scdn.co/image/ab67616d0000b2735067cc9332e2fdc69ea7b7a9,0.877,0.517,2,-5.426,0,0.0706,0.217,0,0.143,0.255,119.996,audio_features,5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/audio-analysis/5BbdKBZO0TH0GhfxUfyhL9,162053,4,Nov2
173,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,"Drake, 21 Savage",Spin Bout U,OVO / Republic Records,6,149,52,2192445,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,0.773,0.701,7,-6.386,1,0.0512,0.01,0,0.163,0.203,129.963,audio_features,2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/tracks/2ZL7WZcjuYKi1KUDtp4kCC,https://api.spotify.com/v1/audio-analysis/2ZL7WZcjuYKi1KUDtp4kCC,214589,4,Nov2
174,spotify:track:43iIQbw5hx986dUEZbr3eN,Laufey,From The Start,Laufey,45,118,16,2192372,gen z singer-songwriter,77,https://i.scdn.co/image/ab67616d0000b27374c732f8aa0e0ccbb3d17d96,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,audio_features,43iIQbw5hx986dUEZbr3eN,https://api.spotify.com/v1/tracks/43iIQbw5hx986dUEZbr3eN,https://api.spotify.com/v1/audio-analysis/43iIQbw5hx986dUEZbr3eN,169573,3,Nov2
175,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,182,135,2189280,"canadian contemporary r&b,canadian pop,pop",92,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4,Nov2
176,spotify:track:5odlY52u43F5BjByhxg7wg,JVKE,golden hour,JVKE,8,142,63,2184087,"modern indie pop,pov: indie,singer-songwriter pop",75,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/tracks/5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/audio-analysis/5odlY52u43F5BjByhxg7wg,209260,3,Nov2
177,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),49,157,71,2184056,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",71,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4,Nov2
178,spotify:track:72kGuWpRiuA149Bn5lDkIO,Bryan Martin,We Ride,Average Joes Entertainment,150,150,3,2180624,modern country pop,67,https://i.scdn.co/image/ab67616d0000b273eda625668a424f4ee44e7998,0.62,0.706,3,-4.176,1,0.0251,0.0755,7.78E-06,0.185,0.591,81.989,audio_features,72kGuWpRiuA149Bn5lDkIO,https://api.spotify.com/v1/tracks/72kGuWpRiuA149Bn5lDkIO,https://api.spotify.com/v1/audio-analysis/72kGuWpRiuA149Bn5lDkIO,188483,4,Nov2
179,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,32,172,35,2173190,contemporary country,85,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0.624,0.766,8,-3.805,1,0.0359,0.199,8.62E-06,0.156,0.37,172.08,audio_features,7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/tracks/7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/audio-analysis/7fveJ3pk1eSfxBdVkzdXZ0,181621,4,Nov2
180,spotify:track:30VrBsh1STRBoIrhQOAwzK,Rihanna,Disturbia,Def Jam Recordings,83,-1,4,2172611,"barbadian pop,pop,urban contemporary",87,https://i.scdn.co/image/ab67616d0000b273c10fafad6a659f2802b32421,0.703,0.813,11,-4.517,0,0.0574,0.0884,0,0.219,0.717,124.904,audio_features,30VrBsh1STRBoIrhQOAwzK,https://api.spotify.com/v1/tracks/30VrBsh1STRBoIrhQOAwzK,https://api.spotify.com/v1/audio-analysis/30VrBsh1STRBoIrhQOAwzK,238573,4,Nov2
181,spotify:track:6thXB4RmajS4oZPNiBAKy0,Ray Parker Jr.,Ghostbusters,Arista/Legacy,51,-1,7,2168335,,62,https://i.scdn.co/image/ab67616d0000b273ed86c7a97ede8185293c1b8f,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,audio_features,6thXB4RmajS4oZPNiBAKy0,https://api.spotify.com/v1/tracks/6thXB4RmajS4oZPNiBAKy0,https://api.spotify.com/v1/audio-analysis/6thXB4RmajS4oZPNiBAKy0,239133,4,Nov2
182,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,1,-1,52,2163785,"dance pop,pop,urban contemporary",76,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,audio_features,0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107,4,Nov2
183,spotify:track:5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,1,159,120,2161529,"canadian hip hop,canadian pop,hip hop,pop rap,rap",95,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4,Nov2
184,spotify:track:3kx21xR6IboC9HVdajgBoc,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,16,129,19,2160184,"corrido,corridos tumbados,sad sierreno,sierreno",85,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe,0.778,0.864,7,-4.61,0,0.0907,0.0898,0,0.0901,0.961,130.17,audio_features,3kx21xR6IboC9HVdajgBoc,https://api.spotify.com/v1/tracks/3kx21xR6IboC9HVdajgBoc,https://api.spotify.com/v1/audio-analysis/3kx21xR6IboC9HVdajgBoc,156501,3,Nov2
185,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,1,148,39,2151840,bedroom pop,74,https://i.scdn.co/image/ab67616d0000b2739567e1aa41657425d046733b,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,audio_features,6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,131013,4,Nov2
